race_id,fp1_weather,fp2_weather,fp3_weather,qualifying_weather,race_weather,track_environment,setup_demand,track_length,driver_perf,team_perf,fp1_long_run,fp2_long_run,fp3_long_run,race_pace,relative_qualifying,relative_finish
19-03,0,0,0,0,0,2,1,5.451,0.0,0.0930232558139534,97.3385,99.30325,98.7624,101.121363,0.5,0.55
19-03,0,0,0,0,0,2,1,5.451,0.04,0.0465116279069767,98.836,96.441,97.6385,101.241727,0.8,0.6
19-03,0,0,0,0,0,2,1,5.451,0.16,0.0744186046511627,97.859583,97.3985,98.320666,101.257727,0.45,0.65
19-03,0,0,0,0,0,2,1,5.451,0.0,0.0930232558139534,97.619,95.794,96.216,101.438163,0.7,0.7
19-03,0,0,0,0,0,2,1,5.451,0.0,0.1023255813953488,98.0666,98.0666,98.0666,101.493272,1.0,0.75
19-03,0,0,0,0,0,2,1,5.451,0.0,0.0,100.8215,98.0765,99.449,102.793611,0.85,0.8
19-03,0,0,0,0,0,2,1,5.451,0.0,0.0,98.984,98.552333,97.853,103.091092,0.9,0.85
19-03,0,0,0,0,0,2,1,5.451,0.16,0.0744186046511627,97.957,96.529,97.243,103.0186,0.75,0.9
19-03,0,0,0,0,0,2,1,5.451,0.02,0.0325581395348837,98.737333,98.480333,98.608833,103.006707,0.55,0.95
19-03,0,0,0,0,0,2,1,5.451,0.12,0.0837209302325581,97.523,95.9625,96.74275,104.37075,0.4,1.0
19-04,0,0,0,0,0,0,2,6.003,0.8266666666666667,1.0046511627906978,106.1972495,107.242833,105.151666,108.096901,0.05,0.05
19-04,0,0,0,0,0,0,2,6.003,0.9066666666666666,1.0,106.7239,106.4888,106.959,108.126784,0.1,0.1
19-04,0,0,0,0,0,0,2,6.003,0.4933333333333333,0.5767441860465117,111.988,105.847,104.0225,108.327078,0.15,0.15
19-04,0,0,0,0,0,0,2,6.003,0.52,0.413953488372093,106.0491,107.4002,104.698,108.439901,0.2,0.2
19-04,0,0,0,0,0,0,2,6.003,0.48,0.5953488372093023,109.134,105.446,104.352,109.451941,0.45,0.25
19-04,0,0,0,0,0,0,2,6.003,0.0666666666666666,0.055813953488372,106.8236785,108.364857,105.2825,109.595254,0.25,0.3
19-04,0,0,0,0,0,0,2,6.003,0.0,0.0744186046511627,106.846,106.183,107.509,109.740549,0.5,0.35
19-04,0,0,0,0,0,0,2,6.003,0.1066666666666666,0.1209302325581395,106.941125,107.45375,106.4285,109.24402,0.35,0.4
19-04,0,0,0,0,0,0,2,6.003,0.0266666666666666,0.0930232558139534,108.40075,110.527,106.2745,110.132509,0.7,0.45
19-04,0,0,0,0,0,0,2,6.003,0.16,0.0930232558139534,108.224428,108.224428,108.224428,110.564,0.95,0.5
19-04,0,0,0,0,0,0,2,6.003,0.04,0.0325581395348837,106.1139165,107.0365,105.191333,110.61798,0.6,0.55
19-04,0,0,0,0,0,0,2,6.003,0.0,0.0790697674418604,107.405208,108.65975,106.150666,110.66784,0.4,0.6
19-04,0,0,0,0,0,0,2,6.003,0.1066666666666666,0.0372093023255813,106.7339,107.684,105.7838,111.22322,0.65,0.65
19-04,0,0,0,0,0,0,2,6.003,0.08,0.0837209302325581,107.7504995,108.961333,106.539666,111.7225,0.8,0.7
19-04,0,0,0,0,0,0,2,6.003,0.0,0.0,108.4055,108.4055,108.4055,111.8895,0.85,0.75
19-04,0,0,0,0,0,0,2,6.003,0.0,0.0,110.038125,111.536,108.54025,113.45253,0.9,0.8
19-04,0,0,0,0,0,0,2,6.003,0.1733333333333333,0.4,108.635333,107.523666,109.747,108.450736,1.0,0.85
19-04,0,0,0,0,0,0,2,6.003,0.0,0.0,107.4674,108.6108,106.324,112.330289,0.75,0.9
19-04,0,0,0,0,0,0,2,6.003,0.0133333333333333,0.027906976744186,106.11475,106.499,105.7305,111.864696,0.3,0.95
19-04,0,0,0,0,0,0,2,6.003,0.08,0.055813953488372,107.9395,109.277,106.602,110.398633,0.55,1.0
19-05,0,0,0,0,0,2,0,4.657,0.86,1.0,82.056285,80.21364249999999,78.371,86.071384,0.1,0.05
19-05,0,0,0,0,0,2,0,4.657,0.87,1.0046511627906978,80.34,80.34,80.34,87.189651,0.05,0.1
19-05,0,0,0,0,0,2,0,4.657,0.51,0.3813953488372093,81.865,81.865,81.865,87.244272,0.2,0.15
19-05,0,0,0,0,0,2,0,4.657,0.52,0.5953488372093023,79.831,79.378,78.925,87.266818,0.15,0.2
19-05,0,0,0,0,0,2,0,4.657,0.47,0.5767441860465117,79.757,79.6915,79.334,87.330363,0.25,0.25
19-05,0,0,0,0,0,2,0,4.657,0.13,0.413953488372093,81.5704,81.5704,81.5704,87.42453,0.3,0.3
19-05,0,0,0,0,0,2,0,4.657,0.08,0.0,80.89,80.6335,79.6215,87.554575,0.4,0.35
19-05,0,0,0,0,0,2,0,4.657,0.06,0.1302325581395348,81.124,81.053,79.840666,87.617954,0.65,0.4
19-05,0,0,0,0,0,2,0,4.657,0.01,0.0186046511627906,81.9005,82.442,82.17124999999999,87.628772,0.45,0.45
19-05,0,0,0,0,0,2,0,4.657,0.0,0.0325581395348837,80.18337500000001,81.13375,79.233,87.652787,0.35,0.5
19-05,0,0,0,0,0,2,0,4.657,0.03,0.0186046511627906,82.945,81.0982,82.0216,86.452476,0.6,0.55
19-05,0,0,0,0,0,2,0,4.657,0.06,0.055813953488372,82.2305,82.334375,82.2824375,87.684863,0.5,0.6
19-05,0,0,0,0,0,2,0,4.657,0.06,0.055813953488372,81.605,81.6365,81.62075,87.722484,0.8,0.65
19-05,0,0,0,0,0,2,0,4.657,0.13,0.055813953488372,84.19,80.498,82.344,87.761303,0.7,0.7
19-05,0,0,0,0,0,2,0,4.657,0.13,0.1348837209302325,84.002714,81.53,82.766357,87.838181,0.75,0.75
19-05,0,0,0,0,0,2,0,4.657,0.0,0.027906976744186,81.454666,81.454666,81.454666,87.850515,0.9,0.8
19-05,0,0,0,0,0,2,0,4.657,0.0,0.0,83.8825,81.881,81.581,89.388123,0.95,0.85
19-05,0,0,0,0,0,2,0,4.657,0.0,0.0,82.884,84.195333,83.53966650000001,89.500215,1.0,0.9
19-05,0,0,0,0,0,2,0,4.657,0.04,0.1302325581395348,81.675,80.971,81.32300000000001,85.034318,0.85,0.95
19-05,0,0,0,0,0,2,0,4.657,0.12,0.1116279069767441,81.595666,80.964,81.279833,85.047613,0.55,1.0
19-06,1,1,1,0,1,0,0,3.337,0.896,1.009302325581395,74.6735,74.61025,73.896,79.595346,0.05,0.05
19-06,1,1,1,0,1,0,0,3.337,0.512,0.5627906976744186,75.461875,73.582,74.5219375,79.628705,0.2,0.1
19-06,1,1,1,0,1,0,0,3.337,0.84,0.9953488372093025,74.679125,74.408125,73.333,79.635884,0.1,0.15
19-06,1,1,1,0,1,0,0,3.337,0.528,0.4232558139534884,74.77,74.77,74.77,79.60223,0.15,0.2
19-06,1,1,1,0,1,0,0,3.337,0.168,0.4325581395348837,75.581333,74.824285,75.202809,79.722858,0.25,0.25
19-06,1,1,1,0,1,0,0,3.337,0.08,0.1302325581395348,75.326375,75.50775,75.145,80.280653,0.45,0.3
19-06,1,1,1,0,1,0,0,3.337,0.024,0.0232558139534883,76.8015,76.040857,75.05575,80.295012,0.4,0.35
19-06,1,1,1,0,1,0,0,3.337,0.024,0.0651162790697674,76.564142,75.38875,75.147,80.303038,0.5,0.4
19-06,1,1,1,0,1,0,0,3.337,0.048,0.027906976744186,75.791857,76.177666,75.334,80.376038,0.35,0.45
19-06,1,1,1,0,1,0,0,3.337,0.008,0.0651162790697674,76.132,75.375833,75.14375,80.31373,0.65,0.5
19-06,1,1,1,0,1,0,0,3.337,0.096,0.1674418604651162,76.933571,75.4138,75.455,80.451769,0.6,0.55
19-06,1,1,1,0,1,0,0,3.337,0.104,0.1116279069767441,77.269285,76.293636,75.077,80.738896,0.85,0.6
19-06,1,1,1,0,1,0,0,3.337,0.048,0.0093023255813953,75.822333,75.937222,74.611,80.777233,0.55,0.65
19-06,1,1,1,0,1,0,0,3.337,0.112,0.0697674418604651,75.808,74.587875,74.388,80.726675,0.3,0.7
19-06,1,1,1,0,1,0,0,3.337,0.0,0.0,77.531384,78.1576,76.836857,80.971051,0.95,0.75
19-06,1,1,1,0,1,0,0,3.337,0.032,0.0930232558139534,78.943,77.85475,75.51,81.060987,0.9,0.8
19-06,1,1,1,0,1,0,0,3.337,0.104,0.0186046511627906,76.133083,75.505666,75.81937450000001,81.260766,0.7,0.85
19-06,1,1,1,0,1,0,0,3.337,0.0,0.0,78.163833,78.228384,76.537,81.655909,1.0,0.9
19-06,1,1,1,0,1,0,0,3.337,0.0,0.0093023255813953,76.32623,75.0699,74.36,81.768381,0.75,0.95
19-06,1,1,1,0,1,0,0,3.337,0.456,0.5302325581395348,74.83625,75.627833,73.462666,90.65025,0.8,1.0
19-07,0,0,0,0,0,1,2,4.361,0.952,0.9813953488372092,75.8866,75.8866,75.8866,76.386914,0.1,0.05
19-07,0,0,0,0,0,1,2,4.361,0.56,0.4930232558139535,77.317833,73.920333,72.478,76.367742,0.05,0.1
19-07,0,0,0,0,0,1,2,4.361,0.376,0.5255813953488372,76.32625,74.015666,72.614,76.454,0.15,0.15
19-07,0,0,0,0,0,1,2,4.361,0.752,0.958139534883721,75.679,76.114,75.8965,77.1161,0.3,0.2
19-07,0,0,0,0,0,1,2,4.361,0.504,0.4837209302325581,76.961333,77.15,77.0556665,77.210557,0.55,0.25
19-07,0,0,0,0,0,1,2,4.361,0.064,0.0186046511627906,77.2385,75.05075,75.011,77.538507,0.2,0.3
19-07,0,0,0,0,0,1,2,4.361,0.0,0.0837209302325581,77.981166,76.72925,73.95,77.544333,0.35,0.35
19-07,0,0,0,0,0,1,2,4.361,0.256,0.4930232558139535,77.7305,75.273333,74.023,77.690217,0.25,0.4
19-07,0,0,0,0,0,1,2,4.361,0.016,0.0465116279069767,77.7104,74.845,76.27770000000001,77.95813,0.9,0.45
19-07,0,0,0,0,0,1,2,4.361,0.064,0.1116279069767441,78.0724,77.455,73.991,77.994188,0.6,0.5
19-07,0,0,0,0,0,1,2,4.361,0.144,0.1581395348837209,76.4594,75.566285,73.968,78.025608,0.45,0.55
19-07,0,0,0,0,0,1,2,4.361,0.104,0.0093023255813953,77.5082,74.7245,76.11635000000001,78.144913,0.8,0.6
19-07,0,0,0,0,0,1,2,4.361,0.0,0.0046511627906976,77.15325,77.637,75.36775,78.477797,0.65,0.65
19-07,0,0,0,0,0,1,2,4.361,0.016,0.0744186046511627,77.726833,75.28,76.352,78.501985,0.75,0.7
19-07,0,0,0,0,0,1,2,4.361,0.072,0.0,76.808714,75.185,75.327,78.510101,0.85,0.75
19-07,0,0,0,0,0,1,2,4.361,0.0,0.0,79.033125,78.642888,76.164,79.408705,0.95,0.8
19-07,0,0,0,0,0,1,2,4.361,0.048,0.0744186046511627,76.9525,74.70925,74.496333,79.534794,0.5,0.85
19-07,0,0,0,0,0,1,2,4.361,0.0,0.0,77.40549999999999,77.586,77.225,80.241044,1.0,0.9
19-07,0,0,0,0,0,1,2,4.361,0.056,0.1162790697674418,77.605625,76.706333,74.138,79.430559,0.7,0.95
19-07,0,0,0,0,0,1,2,4.361,0.096,0.1116279069767441,76.718666,75.132,75.925333,80.775625,0.4,1.0
19-08,1,0,0,0,0,2,2,5.842,0.952,0.9302325581395348,95.678,94.70975,91.7,95.682981,0.05,0.05
19-08,1,0,0,0,0,2,2,5.842,0.712,0.9255813953488372,94.5975,92.478,93.53775,96.02366,0.1,0.1
19-08,1,0,0,0,0,2,2,5.842,0.368,0.5767441860465117,96.19325,93.12,94.656625,96.041188,0.15,0.15
19-08,1,0,0,0,0,2,2,5.842,0.488,0.4511627906976744,96.387,95.180333,95.7836665,96.341566,0.2,0.2
19-08,1,0,0,0,0,2,2,5.842,0.624,0.5953488372093023,96.576333,96.576333,96.576333,96.867811,0.35,0.25
19-08,1,0,0,0,0,2,2,5.842,0.144,0.0930232558139534,96.195,95.098,95.6465,97.48415,0.3,0.3
19-08,1,0,0,0,0,2,2,5.842,0.024,0.0,97.658666,95.5215,96.590083,97.688288,0.6,0.35
19-08,1,0,0,0,0,2,2,5.842,0.048,0.1488372093023255,97.897,96.464,93.72,97.699057,0.65,0.4
19-08,1,0,0,0,0,2,2,5.842,0.032,0.1209302325581395,96.566,94.313,95.4395,97.734461,0.25,0.45
19-08,1,0,0,0,0,2,2,5.842,0.256,0.4046511627906977,96.5685,94.9405,93.456,97.835038,0.45,0.5
19-08,1,0,0,0,0,2,2,5.842,0.128,0.1674418604651162,96.9065,95.9228,96.41465,97.670519,0.4,0.55
19-08,1,0,0,0,0,2,2,5.842,0.096,0.0186046511627906,97.164333,96.4692,94.284,97.932961,0.7,0.6
19-08,1,0,0,0,0,2,2,5.842,0.032,0.0186046511627906,97.723,96.9296,97.3263,97.978538,0.9,0.65
19-08,1,0,0,0,0,2,2,5.842,0.072,0.1116279069767441,97.668,96.3374,97.0027,98.213673,0.8,0.7
19-08,1,0,0,0,0,2,2,5.842,0.04,0.1023255813953488,97.184,96.416,96.8,98.25973,0.55,0.75
19-08,1,0,0,0,0,2,2,5.842,0.0,0.027906976744186,98.8475,95.4635,97.1555,98.590788,0.5,0.8
19-08,1,0,0,0,0,2,2,5.842,0.048,0.041860465116279,97.966,96.71,94.392,98.688307,0.75,0.85
19-08,1,0,0,0,0,2,2,5.842,0.0,0.0,99.134,98.536111,95.832,100.090431,1.0,0.9
19-08,1,0,0,0,0,2,2,5.842,0.0,0.0,97.8015,97.8015,97.8015,100.268313,0.95,0.95
19-08,1,0,0,0,0,2,2,5.842,0.016,0.0093023255813953,99.685,97.463,94.5105,98.745613,0.85,1.0
19-09,1,0,0,0,0,2,1,4.318,0.488,0.3581395348837209,67.048,67.17699999999999,67.306,69.321436,0.15,0.05
19-09,1,0,0,0,0,2,1,4.318,0.408,0.6325581395348837,67.285666,68.3586,67.82213300000001,69.359802,0.05,0.1
19-09,1,0,0,0,0,2,1,4.318,0.712,0.9395348837209302,68.3075,68.477,68.39225,69.588478,0.2,0.15
19-09,1,0,0,0,0,2,1,4.318,0.592,0.6883720930232559,67.175666,69.5425,68.359083,69.597633,0.5,0.2
19-09,1,0,0,0,0,2,1,4.318,0.952,0.8697674418604651,67.149333,69.063117,68.106225,69.642633,0.1,0.25
19-09,1,0,0,0,0,2,1,4.318,0.048,0.1302325581395348,69.894,69.6851,69.78955,70.3327,0.3,0.3
19-09,1,0,0,0,0,2,1,4.318,0.192,0.4,67.792,67.383666,67.587833,70.414771,0.45,0.35
19-09,1,0,0,0,0,2,1,4.318,0.208,0.1488372093023255,67.158,69.0759,68.11695,70.574342,0.75,0.4
19-09,1,0,0,0,0,2,1,4.318,0.056,0.055813953488372,69.43948866666666,69.43948866666666,69.43948866666666,70.604471,0.35,0.45
19-09,1,0,0,0,0,2,1,4.318,0.0,0.0697674418604651,68.9615,68.9615,68.9615,70.613928,0.4,0.5
19-09,1,0,0,0,0,2,1,4.318,0.064,0.0186046511627906,69.582,69.715333,69.64866649999999,70.653214,0.8,0.55
19-09,1,0,0,0,0,2,1,4.318,0.08,0.1767441860465116,69.742125,69.84625,69.638,70.6698,0.7,0.6
19-09,1,0,0,0,0,2,1,4.318,0.08,0.1674418604651162,69.538333,68.138,68.8381665,70.694471,0.6,0.65
19-09,1,0,0,0,0,2,1,4.318,0.032,0.0186046511627906,70.714,70.329333,70.52166650000001,70.807728,0.85,0.7
19-09,1,0,0,0,0,2,1,4.318,0.032,0.055813953488372,69.8658,69.391666,69.061,70.831642,0.65,0.75
19-09,1,0,0,0,0,2,1,4.318,0.016,0.0046511627906976,68.164,67.402,67.995,70.945114,0.55,0.8
19-09,1,0,0,0,0,2,1,4.318,0.072,0.0093023255813953,68.184,69.906666,67.042,71.253114,0.9,0.85
19-09,1,0,0,0,0,2,1,4.318,0.0,0.0,70.181333,70.88271399999999,69.187,71.562782,0.95,0.9
19-09,1,0,0,0,0,2,1,4.318,0.048,0.0,67.783666,69.4502,68.333,71.879608,0.25,0.95
19-09,1,0,0,0,0,2,1,4.318,0.0,0.0,70.751333,71.885625,70.303666,72.564147,1.0,1.0
19-10,0,0,1,0,0,2,1,5.891,0.888,0.8093023255813954,90.718571,90.450166,88.988,92.133784,0.1,0.05
19-10,0,0,1,0,0,2,1,5.891,0.632,0.8372093023255814,90.645,90.721,90.683,94.103461,0.05,0.1
19-10,0,0,1,0,0,2,1,5.891,0.464,0.6744186046511628,90.793666,90.768,87.446,94.20325,0.15,0.15
19-10,0,0,1,0,0,2,1,5.891,0.24,0.4837209302325581,89.4318,89.296,87.852,94.29123,0.25,0.2
19-10,0,0,1,0,0,2,1,5.891,0.6,0.5209302325581395,90.245,91.48825,90.866625,94.382884,0.2,0.25
19-10,0,0,1,0,0,2,1,5.891,0.192,0.2046511627906976,92.3835,90.537,91.46025,94.655596,0.65,0.3
19-10,0,0,1,0,0,2,1,5.891,0.08,0.1023255813953488,92.626,91.045,89.203,94.67025,0.35,0.35
19-10,0,0,1,0,0,2,1,5.891,0.064,0.0837209302325581,92.539,90.758666,89.137,94.884461,0.6,0.4
19-10,0,0,1,0,0,2,1,5.891,0.072,0.0046511627906976,92.083,92.083,92.083,94.907153,0.85,0.45
19-10,0,0,1,0,0,2,1,5.891,0.08,0.0697674418604651,91.340333,92.101,89.711,95.022788,0.5,0.5
19-10,0,0,1,0,0,2,1,5.891,0.08,0.241860465116279,92.491666,89.62,88.36,95.052557,0.4,0.55
19-10,0,0,1,0,0,2,1,5.891,0.032,0.0093023255813953,91.113,91.802333,91.4576665,95.07825,0.45,0.6
19-10,0,0,1,0,0,2,1,5.891,0.016,0.0093023255813953,93.160166,91.709857,89.693,95.183423,0.9,0.65
19-10,0,0,1,0,0,2,1,5.891,0.0,0.0,93.325,92.6105,91.896,95.761921,0.95,0.7
19-10,0,0,1,0,0,2,1,5.891,0.0,0.0,95.2855,93.012666,91.07,95.973294,1.0,0.75
19-10,0,0,1,0,0,2,1,5.891,0.568,0.5906976744186047,91.6495,88.687,87.84,95.782607,0.3,0.8
19-10,0,0,1,0,0,2,1,5.891,0.0,0.0,92.2045,90.055,91.12975,96.172058,0.75,0.85
19-10,0,0,1,0,0,2,1,5.891,0.008,0.1023255813953488,92.66,91.113,89.421,93.932611,0.55,0.9
19-10,0,0,1,0,0,2,1,5.891,0.016,0.0,94.019857,92.4996,90.222,103.075666,0.7,0.95
19-10,0,0,1,0,0,2,1,5.891,0.048,0.0,93.7049,91.1128,89.777,112.916333,0.8,1.0
19-11,0,0,0,0,1,2,1,4.574,0.56,0.5627906976744186,76.1,76.1,76.1,97.988671,0.1,0.05
19-11,0,0,0,0,1,2,1,4.574,0.472,0.5395348837209303,75.8665,75.8665,75.8665,98.10325,1.0,0.1
19-11,0,0,0,0,1,2,1,4.574,0.072,0.0186046511627906,78.997,77.6175,76.238,98.118437,0.7,0.15
19-11,0,0,0,0,1,2,1,4.574,0.016,0.0,77.12,75.881,76.5005,97.277476,0.75,0.2
19-11,0,0,0,0,1,2,1,4.574,0.224,0.2325581395348837,77.282222,77.282222,77.282222,98.138406,0.35,0.25
19-11,0,0,0,0,1,2,1,4.574,0.032,0.1255813953488372,78.79525,78.079125,77.363,98.145734,0.85,0.3
19-11,0,0,0,0,1,2,1,4.574,0.008,0.0,76.716,76.766,76.741,97.403873,0.3,0.35
19-11,0,0,0,0,1,2,1,4.574,0.0,0.0465116279069767,77.454,77.454,77.454,98.281875,0.6,0.4
19-11,0,0,0,0,1,2,1,4.574,0.888,0.8418604651162791,78.047,77.1556875,76.264375,96.142096,0.05,0.45
19-11,0,0,0,0,1,2,1,4.574,0.0,0.0,78.509666,79.438,78.198666,98.379093,0.95,0.5
19-11,0,0,0,0,1,2,1,4.574,0.0,0.0046511627906976,78.63583299999999,78.979,78.292666,98.401234,0.9,0.55
19-11,0,0,0,0,1,2,1,4.574,0.096,0.0930232558139534,77.739,77.0175,77.37825000000001,98.179515,0.25,0.6
19-11,0,0,0,0,1,2,1,4.574,0.008,0.0651162790697674,78.7135,78.7135,78.7135,98.205062,0.55,0.65
19-11,0,0,0,0,1,2,1,4.574,0.272,0.6232558139534884,77.70775,79.016,78.361875,99.14218,0.2,0.7
19-11,0,0,0,0,1,2,1,4.574,0.632,0.6511627906976745,78.408,77.3604165,76.312833,98.902267,0.15,0.75
19-11,0,0,0,0,1,2,1,4.574,0.088,0.0837209302325581,77.484333,76.354,76.85125,101.270076,0.45,0.8
19-11,0,0,0,0,1,2,1,4.574,0.504,0.5023255813953489,76.1065,76.405,76.25575,96.379814,0.5,0.85
19-11,0,0,0,0,1,2,1,4.574,0.08,0.2325581395348837,78.469,77.0875,75.706,99.1796,0.8,0.9
19-11,0,0,0,0,1,2,1,4.574,0.128,0.0651162790697674,77.084,76.873,76.662,102.482615,0.65,0.95
19-11,0,0,0,0,1,2,1,4.574,0.0,0.055813953488372,79.319,79.319,79.319,112.843,0.4,1.0
19-12,1,1,0,0,0,2,0,4.381,0.704,0.5441860465116279,80.362,79.59725,78.8325,81.4828,0.15,0.05
19-12,1,1,0,0,0,2,0,4.381,0.672,0.5953488372093023,77.75,77.75,77.75,81.737028,0.05,0.1
19-12,1,1,0,0,0,2,0,4.381,0.472,0.4465116279069767,79.5555,79.5555,79.5555,82.360414,0.25,0.15
19-12,1,1,0,0,0,2,0,4.381,0.504,0.4325581395348837,80.871,79.5495,78.228,82.414942,0.2,0.2
19-12,1,1,0,0,0,2,0,4.381,0.24,0.2232558139534883,82.18,80.803833,79.427666,83.059724,0.4,0.25
19-12,1,1,0,0,0,2,0,4.381,0.184,0.5720930232558139,78.373,78.373,78.373,83.079913,0.3,0.3
19-12,1,1,0,0,0,2,0,4.381,0.096,0.0511627906976744,80.964,79.92099999999999,78.878,83.118666,0.5,0.35
19-12,1,1,0,0,0,2,0,4.381,0.512,0.5627906976744186,81.297,81.297,81.297,83.129333,0.1,0.4
19-12,1,1,0,0,0,2,0,4.381,0.08,0.2232558139534883,81.183,80.19633300000001,79.209666,83.205608,0.35,0.45
19-12,1,1,0,0,0,2,0,4.381,0.064,0.2325581395348837,82.02,81.7975,81.575,83.627869,0.6,0.5
19-12,1,1,0,0,0,2,0,4.381,0.0,0.1116279069767441,80.419,80.419,80.419,83.787913,0.85,0.55
19-12,1,1,0,0,0,2,0,4.381,0.088,0.0651162790697674,80.205,80.205,80.205,83.79713,0.55,0.6
19-12,1,1,0,0,0,2,0,4.381,0.032,0.0930232558139534,79.882666,81.021,80.451833,83.808101,0.75,0.65
19-12,1,1,0,0,0,2,0,4.381,0.112,0.0651162790697674,80.527,80.69525,80.8635,83.811492,0.9,0.7
19-12,1,1,0,0,0,2,0,4.381,0.144,0.2372093023255814,81.4304,81.4304,81.4304,83.955647,0.65,0.75
19-12,1,1,0,0,0,2,0,4.381,0.0,0.0093023255813953,82.96650000000001,82.96650000000001,82.96650000000001,84.760308,0.8,0.8
19-12,1,1,0,0,0,2,0,4.381,0.112,0.1116279069767441,83.449,81.93674999999999,80.4245,84.81575,0.95,0.85
19-12,1,1,0,0,0,2,0,4.381,0.008,0.0651162790697674,82.61,82.61,82.61,84.95088200000001,0.7,0.9
19-12,1,1,0,0,0,2,0,4.381,0.008,0.0093023255813953,83.247,82.9665,82.686,85.284686,1.0,0.95
19-12,1,1,0,0,0,2,0,4.381,0.048,0.0930232558139534,82.149666,82.149666,82.149666,85.038183,0.45,1.0
19-13,0,0,0,0,0,2,1,7.004,0.48,0.4883720930232558,107.2875,106.172333,106.7299165,109.529121,0.05263157894736842,0.05263157894736842
19-13,0,0,0,0,0,2,1,7.004,0.704,0.4930232558139535,107.56565,108.6621665,107.2854833,109.605292,0.15789473684210525,0.10526315789473684
19-13,0,0,0,0,0,2,1,7.004,0.44,0.4418604651162791,107.733,107.733,107.733,109.907756,0.21052631578947367,0.15789473684210525
19-13,0,0,0,0,0,2,1,7.004,0.448,0.5953488372093023,107.885,106.754,107.3195,110.216951,0.10526315789473684,0.21052631578947367
19-13,0,0,0,0,0,2,1,7.004,0.072,0.5953488372093023,108.853,110.5175,112.182,111.851512,0.7368421052631579,0.2631578947368421
19-13,0,0,0,0,0,2,1,7.004,0.0,0.1116279069767441,107.0895,107.013,107.166,111.82078,0.47368421052631576,0.3157894736842105
19-13,0,0,0,0,0,2,1,7.004,0.136,0.2325581395348837,107.743,107.743,107.743,112.022121,0.9473684210526315,0.3684210526315789
19-13,0,0,0,0,0,2,1,7.004,0.04,0.0325581395348837,109.913,108.647,107.381,112.488878,0.3684210526315789,0.42105263157894735
19-13,0,0,0,0,0,2,1,7.004,0.216,0.2604651162790697,109.9505,108.093333,107.894,112.449097,0.8421052631578947,0.47368421052631576
19-13,0,0,0,0,0,2,1,7.004,0.096,0.1534883720930232,108.398,108.398,108.398,112.47878,0.6842105263157895,0.5263157894736842
19-13,0,0,0,0,0,2,1,7.004,0.096,0.241860465116279,108.7665,108.7665,108.7665,111.28445,0.631578947368421,0.5789473684210527
19-13,0,0,0,0,0,2,1,7.004,0.032,0.0930232558139534,109.745,108.41475,109.567,112.637325,0.5263157894736842,0.631578947368421
19-13,0,0,0,0,0,2,1,7.004,0.048,0.0930232558139534,109.0099165,108.363333,109.6565,112.77435,0.5789473684210527,0.6842105263157895
19-13,0,0,0,0,0,2,1,7.004,0.048,0.0186046511627906,107.423,107.423,107.423,113.335625,0.3157894736842105,0.7368421052631579
19-13,0,0,0,0,0,2,1,7.004,0.0,0.0093023255813953,110.057,110.057,110.057,113.458375,1.0,0.7894736842105263
19-13,0,0,0,0,0,2,1,7.004,0.144,0.0744186046511627,109.1615,107.286,108.22375,113.894175,0.42105263157894735,0.8421052631578947
19-13,0,0,0,0,0,2,1,7.004,0.008,0.0093023255813953,112.906,112.096,110.877,113.91945,1.0526315789473684,0.8947368421052632
19-13,0,0,0,0,0,2,1,7.004,0.008,0.055813953488372,109.529,108.4365,107.344,112.332333,0.7894736842105263,0.9473684210526315
19-13,0,0,0,0,0,2,1,7.004,0.32,0.2046511627906976,109.129,108.3995,107.67,194.682,0.8947368421052632,1.0
19-14,1,1,0,0,0,2,2,5.793,0.56,0.6883720930232559,90.831,83.9088,87.3699,85.408773,0.05,0.05
19-14,1,1,0,0,0,2,2,5.793,0.416,0.586046511627907,92.919,84.561,84.36,85.424528,0.15,0.1
19-14,1,1,0,0,0,2,2,5.793,0.648,0.7348837209302326,91.577666,84.848,84.34675,86.072905,0.1,0.15
19-14,1,1,0,0,0,2,2,5.793,0.048,0.0372093023255813,97.193666,85.168222,91.180944,86.267547,0.25,0.2
19-14,1,1,0,0,0,2,2,5.793,0.04,0.1395348837209302,97.021,85.38625,91.203625,86.506226,0.3,0.25
19-14,1,1,0,0,0,2,2,5.793,0.152,0.4651162790697674,92.223,85.1459,83.062,86.527924,0.4,0.3
19-14,1,1,0,0,0,2,2,5.793,0.064,0.1395348837209302,85.567066,85.567066,85.567066,86.801264,0.85,0.35
19-14,1,1,0,0,0,2,2,5.793,0.648,0.4,93.8,84.747909,89.2739545,86.814283,1.0,0.4
19-14,1,1,0,0,0,2,2,5.793,0.008,0.055813953488372,96.128333,86.400272,91.2643025,87.107173,0.55,0.45
19-14,1,1,0,0,0,2,2,5.793,0.08,0.1581395348837209,90.846,85.632875,85.158,87.13625,0.7,0.5
19-14,1,1,0,0,0,2,2,5.793,0.224,0.1906976744186046,92.4215,85.17121,83.183333,87.17123,0.75,0.55
19-14,1,1,0,0,0,2,2,5.793,0.104,0.1116279069767441,84.98889249999999,85.965785,84.012,87.418884,0.45,0.6
19-14,1,1,0,0,0,2,2,5.793,0.464,0.7209302325581395,93.461,84.451,88.95599999999999,87.806769,0.2,0.65
